Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Eco Plus
65,3921.0,2,2,2,2,5,4,4,2,4,4,2,4,2,4,50,9.0,1,True,False,False,False,False
35,1426.5,2,3,3,3,2,2,4,2,3,5,3,1,4,2,107,41.0,0,False,False,False,True,False
73,3747.0,3,3,3,3,4,4,4,5,5,5,5,4,5,3,50,0.0,1,False,False,False,False,False
60,817.5,2,5,2,2,4,1,1,2,2,2,4,4,2,3,64,20.0,0,False,False,True,False,True
61,2757.0,1,5,1,3,5,1,5,5,3,2,5,4,5,5,50,0.0,0,True,False,True,False,True
58,5586.0,3,3,3,3,4,4,5,5,5,5,5,4,5,3,69,7.0,1,False,False,False,False,False
41,420.0,2,2,2,2,2,2,2,2,2,3,2,2,3,2,50,6.0,0,True,True,False,False,False
56,961.5,5,1,1,1,5,5,5,5,3,4,3,5,5,5,50,0.0,1,True,False,False,False,True
65,732.0,3,5,3,1,3,4,5,5,5,3,5,5,5,3,50,0.0,0,False,False,True,True,False
53,1855.5,3,4,3,1,4,3,4,5,5,3,5,5,5,5,56,0.0,0,True,False,True,False,False
53,1593.0,1,1,1,2,3,1,3,3,4,1,4,5,3,3,50,0.0,0,False,True,False,True,False
70,4048.5,2,2,2,2,2,5,4,3,3,3,3,4,3,4,50,3.0,1,False,False,False,False,False
64,1018.5,1,1,1,1,2,5,4,4,4,4,4,2,4,1,101,71.0,1,False,False,False,False,False
48,634.5,4,4,4,3,4,4,4,4,3,2,4,5,5,4,50,5.0,0,True,True,False,False,False
72,7225.5,4,4,4,4,5,5,5,3,3,4,4,5,4,5,50,19.0,1,False,False,False,False,False
50,5749.5,3,3,3,3,3,2,3,5,5,5,5,4,5,4,50,3.0,1,False,False,False,False,False
55,3838.5,5,5,5,5,3,5,5,4,4,4,4,3,4,3,50,0.0,1,False,False,False,False,False
52,559.5,4,4,4,4,3,4,3,3,4,4,1,1,1,3,50,0.0,0,False,True,False,False,True
67,3418.5,2,5,2,3,2,4,2,5,3,4,5,2,4,2,67,79.0,0,False,False,True,True,False
56,1293.0,2,2,2,2,2,2,2,2,3,5,2,3,3,2,50,0.0,1,True,False,False,True,False
29,999.0,3,3,3,2,3,1,1,4,2,1,5,1,4,1,293,251.0,0,False,False,True,True,False
47,1138.5,2,2,2,2,5,4,5,5,3,5,4,4,4,5,50,0.0,1,False,False,False,False,False
26,3507.0,2,4,2,3,2,1,1,3,2,4,5,1,4,1,202,151.0,0,True,False,True,True,False
27,1419.0,1,3,1,5,2,1,2,2,1,3,2,2,3,2,50,0.0,0,True,False,True,True,False
56,1158.0,4,3,3,3,4,4,4,4,2,1,4,4,3,4,50,0.0,1,True,False,False,True,False
60,1516.5,3,2,2,5,4,3,4,4,4,3,4,4,5,4,50,0.0,0,False,True,False,False,False
36,385.5,2,0,2,4,5,2,1,5,1,5,1,4,5,5,50,1.0,0,True,True,False,True,False
46,246.0,2,3,3,3,2,2,2,2,3,3,3,1,3,2,50,0.0,0,False,False,False,True,False
53,249.0,4,3,2,3,4,4,4,4,5,5,4,4,5,4,67,17.0,1,True,False,False,True,False
55,3420.0,4,4,4,4,3,5,5,5,5,5,5,4,5,5,69,38.0,1,True,False,False,False,False
28,885.0,5,4,5,2,5,5,5,5,4,4,4,4,4,5,50,0.0,1,True,False,True,True,False
59,2395.5,2,2,2,2,3,4,4,2,2,2,2,5,2,4,50,5.0,1,False,False,False,False,False
81,3396.0,3,5,4,5,5,4,4,3,3,3,3,2,3,4,50,0.0,0,False,False,False,False,False
45,1221.0,5,5,5,5,5,5,5,5,3,2,1,2,3,5,50,0.0,1,False,False,False,False,True
59,1536.0,3,1,3,3,4,3,4,4,1,1,4,3,3,4,52,0.0,0,True,False,True,True,False
68,4914.0,0,5,0,4,4,5,4,3,3,3,3,5,3,5,50,0.0,1,False,False,False,False,False
52,3850.5,2,2,4,2,4,4,4,5,5,5,5,3,5,5,50,12.0,1,False,False,False,False,False
54,1333.5,2,5,2,3,3,2,3,3,3,3,4,3,4,3,88,30.0,0,False,False,True,True,False
44,1513.5,2,2,2,4,3,2,3,3,3,5,4,5,4,3,50,0.0,0,True,True,False,False,False
53,297.0,4,5,5,5,4,4,4,4,3,4,4,4,3,4,92,65.0,0,True,False,False,True,False
74,2397.0,3,3,3,3,4,3,4,5,5,5,5,3,5,5,50,0.0,1,True,False,False,False,False
34,1309.5,1,0,1,3,4,1,4,4,3,4,4,3,5,4,107,65.0,0,True,False,True,True,False
54,2098.5,4,4,2,4,4,4,5,5,5,5,5,3,5,5,66,4.0,1,False,False,False,False,False
37,1717.5,3,5,3,1,4,3,4,4,5,2,4,5,5,4,50,10.0,0,True,False,True,True,False
65,423.0,0,4,0,5,4,0,3,4,4,4,4,3,4,4,68,10.0,1,True,False,True,False,True
37,1614.0,5,1,1,1,5,5,5,5,3,1,2,2,1,5,97,62.0,1,True,False,False,True,False
71,5890.5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,50,1.0,1,True,False,False,False,False
54,760.5,3,5,4,2,4,4,4,4,5,5,4,3,5,4,50,0.0,0,True,False,True,True,False
44,487.5,4,3,4,4,5,4,5,5,2,5,4,3,4,5,50,0.0,1,True,False,True,True,False
57,5106.0,5,5,5,5,3,5,4,5,5,5,5,3,5,3,58,0.0,1,True,False,False,False,False
71,3580.5,4,4,4,4,2,5,4,3,3,4,3,4,3,3,83,21.0,1,True,False,False,False,False
42,288.0,3,3,3,3,4,4,3,4,2,3,2,1,3,4,50,1.0,1,True,False,False,False,False
36,1458.0,2,2,2,3,4,2,4,4,5,4,5,3,5,4,50,0.0,0,False,True,False,True,False
57,543.0,1,1,1,1,4,5,4,5,5,4,5,4,5,5,50,17.0,1,False,False,False,False,False
63,2380.5,1,1,1,1,5,4,5,4,4,4,4,4,4,3,110,68.0,1,False,False,False,False,False
68,3916.5,4,5,4,4,4,3,5,4,4,4,4,3,4,4,50,0.0,1,True,False,False,False,False
79,976.5,4,5,4,4,2,4,4,2,2,4,2,3,2,5,50,0.0,0,False,False,True,True,False
64,513.0,3,4,3,2,4,4,4,4,4,3,4,3,4,5,50,0.0,0,False,False,True,True,False
64,2437.5,5,5,5,5,4,4,4,5,5,5,5,4,5,5,50,4.0,1,False,False,False,False,False
38,541.5,2,4,3,2,3,3,3,3,5,5,4,4,5,3,50,0.0,0,True,False,True,False,True
65,5266.5,3,5,3,5,1,1,1,3,3,3,3,4,3,3,50,29.0,0,True,False,False,False,False
66,1390.5,1,4,1,3,2,1,5,2,3,5,4,4,4,2,50,0.0,0,True,False,True,False,True
49,5499.0,4,4,4,4,5,4,5,5,5,5,5,3,5,3,50,0.0,1,True,False,False,False,False
64,1780.5,1,1,1,1,3,5,4,3,3,3,3,4,3,3,83,40.0,1,False,False,False,False,False
71,159.0,5,2,2,2,4,1,2,5,5,5,5,4,5,3,61,4.0,1,False,False,False,True,False
61,352.5,2,2,2,2,3,5,4,4,4,4,4,3,4,3,74,24.0,1,True,False,False,False,False
40,1447.5,2,5,2,1,2,2,2,2,4,4,4,4,5,2,50,0.0,0,True,False,True,True,False
83,1404.0,3,4,3,1,4,4,5,5,5,3,5,4,5,4,50,0.0,0,False,False,True,False,True
25,2337.0,2,4,2,2,1,2,1,1,3,2,3,4,4,1,141,93.0,0,False,False,True,True,False
59,333.0,4,1,1,1,2,5,5,3,3,4,3,4,3,3,50,0.0,1,False,False,False,True,False
76,1020.0,4,4,4,1,3,4,4,1,1,4,2,4,1,3,52,0.0,0,True,False,True,False,False
33,961.5,3,4,3,1,4,3,1,4,2,1,1,2,4,4,63,1.0,0,False,False,True,False,True
73,4597.5,0,5,0,3,4,4,4,2,2,2,2,4,2,3,50,0.0,1,False,False,False,False,False
73,5604.0,2,1,1,1,2,2,2,2,2,3,2,2,2,3,102,41.0,0,False,False,False,False,False
79,1536.0,4,4,4,2,4,4,4,4,3,2,5,5,4,4,62,5.0,0,True,False,True,True,False
81,1027.5,2,4,2,1,5,4,5,3,3,2,3,5,3,4,50,0.0,0,True,False,True,False,False
36,444.0,4,0,4,4,4,4,5,4,4,3,5,4,4,4,69,12.0,1,False,True,False,False,False
54,505.5,4,4,4,4,2,5,4,5,5,5,5,4,5,4,55,0.0,1,True,False,False,False,False
65,2044.5,2,2,2,2,2,2,2,3,5,4,4,2,5,2,288,232.0,1,True,False,False,False,False
58,283.5,1,2,2,2,4,3,3,1,1,1,1,4,1,2,63,11.0,0,False,False,False,False,True
56,2430.0,4,4,4,4,4,5,5,2,2,2,2,5,2,5,57,0.0,1,True,False,False,False,False
61,828.0,4,4,4,4,4,4,4,4,3,3,2,2,3,4,54,0.0,1,True,False,False,True,False
56,2424.0,4,4,4,4,5,5,5,4,4,5,4,3,4,5,52,6.0,1,True,False,False,False,False
46,969.0,3,4,5,5,3,3,3,3,1,5,4,4,3,3,50,0.0,0,False,False,False,True,False
68,606.0,4,4,4,4,5,4,5,3,3,4,5,5,3,5,71,13.0,0,False,False,True,True,False
54,5401.5,2,2,2,2,4,5,2,4,4,4,4,1,4,3,50,0.0,1,False,False,False,False,False
68,952.5,2,2,2,2,5,5,5,1,1,2,3,5,3,5,200,156.0,1,False,False,False,False,False
40,969.0,4,5,5,5,4,4,4,4,3,4,5,5,3,4,63,4.0,1,True,False,False,True,False
35,475.5,3,4,3,3,3,3,3,3,4,1,3,4,4,3,73,14.0,0,False,True,False,True,False
61,2838.0,3,3,3,3,2,3,2,2,3,4,4,4,3,2,50,0.0,0,True,True,False,True,False
25,918.0,3,4,2,3,1,2,1,1,2,5,3,5,3,1,50,0.0,0,True,False,True,True,False
62,3913.5,3,3,3,3,5,4,5,4,4,4,4,5,4,5,50,0.0,1,False,False,False,False,False
47,2035.5,3,3,2,3,5,2,5,5,2,5,4,4,3,5,54,0.0,0,True,False,True,True,False
29,355.5,2,4,2,4,2,2,2,2,3,5,5,4,5,2,53,12.0,0,False,False,True,True,False
31,3663.0,2,2,2,2,4,4,4,4,3,3,3,5,5,4,50,0.0,1,False,False,False,False,False
68,1425.0,1,5,0,4,2,5,4,1,1,0,1,4,1,3,50,0.0,0,False,False,True,True,False
70,4344.0,1,1,1,1,3,5,5,5,5,5,5,4,5,3,52,0.0,1,True,False,False,False,False
43,2305.5,2,2,2,2,5,5,5,5,5,3,5,4,5,5,50,0.0,1,False,False,False,False,False
64,295.5,2,3,2,4,4,4,3,3,3,2,2,3,3,1,53,0.0,0,False,False,True,True,False
69,1183.5,1,4,1,3,1,1,1,1,4,3,5,5,5,1,50,0.0,0,True,False,True,False,True
85,811.5,3,4,3,4,4,5,4,5,5,3,3,5,5,5,50,0.0,0,False,False,True,True,False
40,1173.0,2,2,2,4,1,2,1,1,3,4,4,4,3,1,59,19.0,0,False,True,False,True,False
63,1426.5,1,1,1,1,5,4,5,3,3,3,3,5,3,3,50,0.0,1,False,False,False,False,False
22,844.5,2,4,2,2,2,2,2,2,5,3,5,5,4,2,50,0.0,0,True,False,True,True,False
54,163.5,3,3,3,3,3,3,3,3,3,2,3,3,3,3,50,5.0,0,True,False,False,True,False
94,621.0,2,1,1,1,2,2,2,2,1,2,3,1,3,2,51,0.0,0,True,False,False,True,False
43,753.0,4,4,4,3,5,4,5,5,4,3,5,3,5,5,50,0.0,0,False,True,False,False,False
56,1485.0,4,4,4,4,4,4,5,4,4,4,4,3,4,3,87,38.0,1,True,False,False,False,False
42,1788.0,1,1,1,4,1,1,1,1,1,4,4,4,4,1,50,32.0,0,False,True,False,False,True
74,4303.5,5,5,5,5,3,5,4,5,5,5,5,5,5,3,50,1.0,1,False,False,False,False,False
36,601.5,3,2,5,3,5,5,5,5,3,2,3,4,3,5,121,117.0,0,False,False,True,True,False
63,637.5,5,4,4,4,5,5,5,5,4,3,1,5,4,5,50,0.0,1,True,False,False,True,False
68,1642.5,3,5,5,5,3,3,3,3,1,1,3,3,4,3,50,0.0,0,True,False,False,True,False
57,2413.5,2,4,1,4,2,2,3,2,2,2,2,2,2,1,62,0.0,0,False,False,False,False,False
63,1965.0,1,1,1,4,1,1,1,1,2,5,4,2,4,1,102,27.0,0,False,True,False,True,False
74,1419.0,4,2,3,2,1,3,1,1,4,1,3,3,3,1,50,0.0,1,True,False,True,True,False
68,5706.0,2,2,2,2,5,4,4,5,5,5,5,5,5,3,50,0.0,1,False,False,False,False,False
39,187.5,2,4,0,4,2,0,3,2,2,2,4,1,3,2,97,94.0,0,True,False,True,True,False
71,643.5,2,1,2,3,3,2,3,3,1,4,3,3,2,3,85,29.0,0,True,False,True,True,False
57,4506.0,5,5,3,5,3,5,5,5,5,5,5,5,5,4,55,14.0,1,False,False,False,False,False
39,2182.5,2,2,2,3,2,4,4,2,4,4,1,4,3,4,50,0.0,0,False,True,False,True,False
43,1249.5,3,3,3,3,2,2,2,2,1,1,3,4,1,2,50,0.0,1,True,False,False,False,False
32,2838.0,1,1,1,2,1,1,2,1,2,4,2,2,3,1,50,0.0,0,False,False,True,True,False
46,1183.5,2,4,4,4,2,1,2,2,1,4,4,3,4,2,50,0.0,0,True,False,False,False,True
75,3381.0,3,3,5,3,4,4,4,4,4,4,4,4,4,4,52,0.0,1,True,False,False,False,False
54,666.0,4,4,4,3,1,4,1,1,5,2,5,4,5,1,62,16.0,1,True,True,False,False,False
62,783.0,4,5,5,5,3,2,1,4,4,4,4,2,4,2,90,26.0,1,False,False,False,True,False
75,424.5,3,4,4,4,3,3,3,3,2,2,4,2,4,3,70,16.0,0,True,False,False,True,False
28,2293.5,5,5,3,5,4,4,4,4,4,4,5,3,5,4,50,0.0,1,True,False,False,False,False
44,1648.5,1,1,1,2,3,1,5,3,1,4,2,1,2,3,101,51.0,0,True,True,False,False,False
60,3870.0,5,5,5,5,2,4,4,5,5,5,5,5,5,5,50,0.0,1,False,False,False,False,False
59,1893.0,1,1,3,1,3,5,5,4,4,4,4,5,4,4,50,0.0,1,True,False,False,False,False
65,163.5,5,1,1,1,4,5,1,5,5,5,5,3,5,2,50,11.0,1,False,False,False,True,False
41,406.5,3,0,3,5,5,3,5,5,4,3,5,5,4,5,150,93.0,0,False,False,True,True,False
42,4165.5,5,5,5,5,5,5,5,5,4,1,3,3,2,5,52,0.0,1,False,False,False,False,False
31,4297.5,2,2,2,2,5,5,5,5,3,2,3,4,5,5,52,0.0,1,True,False,False,False,False
39,1380.0,4,4,4,4,3,4,3,3,4,3,4,4,3,3,50,0.0,0,False,True,False,True,False
49,621.0,3,3,3,1,1,3,1,1,5,4,5,4,5,1,52,0.0,0,True,True,False,False,False
45,3231.0,3,3,3,3,5,5,5,5,1,1,4,2,4,5,50,0.0,1,False,False,False,False,False
65,3523.5,4,3,3,3,4,4,4,4,1,2,4,3,4,4,50,0.0,1,True,False,False,True,False
36,2659.5,3,3,3,4,4,3,4,4,3,5,4,3,5,4,50,0.0,0,True,True,False,True,False
76,1203.0,1,3,1,3,4,1,4,4,1,2,3,2,4,4,50,0.0,0,True,False,True,True,False
47,288.0,3,2,2,2,3,3,3,3,4,5,3,4,3,3,50,0.0,0,False,False,False,False,False
37,1405.5,2,5,3,2,1,3,1,1,1,4,4,4,3,1,50,0.0,0,False,False,True,False,True
61,1575.0,1,0,0,4,2,4,3,4,4,0,4,3,4,2,50,0.0,0,True,False,False,False,False
30,555.0,3,2,2,4,4,2,3,4,3,3,3,1,4,4,53,8.0,0,False,True,False,True,False
44,619.5,3,1,3,4,1,3,1,1,1,3,4,3,4,1,57,14.0,0,False,False,True,True,False
27,558.0,4,5,4,4,5,4,5,5,4,5,4,3,5,5,139,88.0,0,False,False,True,True,False
65,961.5,2,2,2,3,1,2,1,1,3,2,5,4,5,1,57,17.0,0,True,True,False,False,False
69,792.0,2,3,1,3,2,2,2,2,1,4,3,2,2,2,50,0.0,0,True,False,False,True,False
84,1483.5,1,4,1,1,5,1,5,5,3,2,4,4,5,5,56,3.0,0,True,False,True,True,False
53,1380.0,1,2,1,3,3,1,3,3,2,4,4,2,4,3,50,0.0,0,True,False,True,True,False
40,1279.5,1,1,1,4,4,1,4,4,3,2,4,3,3,4,50,0.0,0,False,True,False,False,True
41,528.0,3,5,5,5,3,3,1,3,4,3,4,2,4,3,158,99.0,0,True,False,False,True,False
68,4035.0,3,3,3,3,5,5,5,3,3,4,3,3,3,5,50,0.0,1,False,False,False,False,False
62,2769.0,2,2,2,2,5,4,4,4,4,4,4,4,4,5,112,55.0,1,True,False,False,False,False
57,3712.5,1,1,1,1,5,4,4,5,5,5,5,5,5,3,50,0.0,1,True,False,False,False,False
34,691.5,3,3,3,4,3,5,4,4,5,4,4,4,4,4,191,121.0,0,True,True,False,True,False
78,933.0,3,5,3,2,3,3,3,3,4,2,5,5,5,3,60,11.0,0,True,False,True,True,False
33,799.5,3,5,3,4,2,3,3,2,5,4,5,5,4,2,50,0.0,0,True,True,False,True,False
67,187.5,3,5,3,2,3,3,2,3,3,5,2,1,3,3,50,0.0,0,True,False,True,True,False
75,2196.0,3,2,2,2,3,3,3,3,4,3,4,4,4,3,50,3.0,0,True,False,False,False,True
53,3532.5,2,2,2,2,3,4,3,5,5,5,5,1,5,3,74,0.0,1,True,False,False,False,False
56,115.5,5,1,1,1,5,5,5,5,2,2,2,1,2,5,50,0.0,1,True,False,False,True,False
56,3844.5,2,2,2,2,3,5,4,3,3,4,3,3,3,3,50,0.0,1,True,False,False,False,False
30,1479.0,2,2,2,5,1,2,1,1,5,5,5,5,4,1,50,6.0,0,False,True,False,True,False
64,2625.0,1,5,5,5,1,1,1,4,2,2,4,1,2,1,182,117.0,0,False,False,False,True,False
33,1189.5,4,4,4,5,3,4,4,3,3,4,5,4,4,3,141,71.0,1,True,False,True,True,False
54,343.5,5,5,5,5,5,5,5,5,2,3,5,3,2,5,50,0.0,1,False,False,False,True,False
40,2811.0,2,3,1,1,2,2,2,2,2,2,4,4,5,2,50,0.0,0,False,False,False,False,False
43,478.5,5,5,5,3,4,5,5,4,5,4,4,3,4,4,50,0.0,1,True,True,False,False,False
52,3856.5,3,3,3,3,5,4,5,5,5,5,5,4,5,5,50,0.0,1,False,False,False,False,False
46,391.5,3,4,3,4,3,3,3,3,1,5,4,2,4,3,137,75.0,0,False,False,True,True,False
47,835.5,3,4,3,3,3,3,3,3,5,3,4,4,5,3,131,63.0,0,False,False,True,True,False
40,294.0,2,4,2,4,5,2,5,5,5,4,5,5,1,5,50,5.0,0,False,True,False,True,False
70,5901.0,3,3,3,3,5,5,5,4,4,4,4,4,4,3,50,0.0,1,True,False,False,False,False
66,4056.0,4,4,4,4,5,5,5,3,4,3,4,5,4,5,110,75.0,1,True,False,False,False,False
55,3501.0,0,4,1,2,4,1,3,5,5,5,5,3,5,2,50,0.0,1,False,False,False,False,False
40,5772.0,1,2,1,1,4,4,4,4,1,5,2,1,2,4,50,0.0,1,True,False,False,False,False
85,613.5,3,5,3,3,2,4,5,5,5,3,1,3,5,3,50,14.0,0,False,False,True,True,False
70,1360.5,2,3,3,3,4,4,3,2,2,2,2,1,2,3,69,11.0,0,False,False,False,True,False
68,393.0,1,5,1,1,5,1,5,5,3,1,1,3,1,5,120,55.0,0,True,False,True,True,False
88,3211.5,1,1,1,1,3,4,3,2,2,2,1,3,2,4,50,0.0,0,True,False,False,False,False
47,1288.5,0,0,0,3,3,0,2,3,3,3,4,5,4,3,50,0.0,1,False,False,False,False,True
45,355.5,1,1,1,2,4,1,5,4,1,4,3,4,3,4,50,0.0,0,True,False,True,False,True
34,462.0,1,4,4,3,5,4,5,5,4,5,5,3,4,5,141,92.0,0,True,False,True,True,False
48,5518.5,2,2,2,2,5,5,5,5,3,3,5,2,2,5,50,0.0,1,True,False,False,False,False
28,751.5,3,4,3,4,2,3,2,2,4,3,5,4,4,2,50,0.0,0,False,False,True,True,False
68,825.0,3,4,4,4,3,3,3,3,5,1,3,4,3,3,50,0.0,1,True,False,False,False,True
46,1677.0,1,1,1,4,2,1,2,2,3,5,4,4,4,2,50,20.0,0,False,True,False,True,False
77,4768.5,1,1,1,1,4,3,4,4,4,4,4,4,4,4,50,0.0,1,True,False,False,False,False
44,1627.5,4,4,3,5,2,3,2,2,4,5,4,3,5,2,58,11.0,0,True,False,True,True,False
72,4210.5,1,1,1,1,2,4,4,5,5,5,5,4,5,4,50,7.0,1,True,False,False,False,False
49,5703.0,0,0,0,4,3,4,1,2,2,2,2,2,2,2,50,0.0,1,True,False,False,False,False
60,1389.0,3,3,3,4,5,3,2,5,3,2,3,4,4,5,76,44.0,0,True,True,False,True,False
80,288.0,1,2,1,3,5,4,3,2,2,1,2,2,2,3,50,0.0,0,False,False,True,True,False
63,352.5,2,5,5,5,2,4,3,2,2,2,2,3,2,4,50,0.0,0,False,False,False,False,False
23,1099.5,4,2,4,2,3,4,3,3,1,1,1,4,2,3,50,0.0,0,False,False,True,True,False
51,1221.0,1,0,1,2,5,1,5,5,4,5,5,1,5,5,82,12.0,0,True,False,True,True,False
63,3112.5,4,4,4,4,3,4,4,4,4,4,4,3,4,4,50,0.0,1,False,False,False,False,False
25,3507.0,3,4,3,3,5,3,5,5,3,2,4,5,5,5,51,0.0,0,False,False,True,True,False
39,1251.0,4,4,4,4,5,4,5,5,1,2,5,3,1,5,64,0.0,1,True,True,False,True,False
67,2667.0,4,4,4,4,2,5,4,3,3,3,3,5,3,5,54,7.0,1,True,False,False,False,False
58,1578.0,3,4,4,3,4,4,4,4,3,3,2,3,1,4,50,0.0,0,True,True,False,True,False
36,985.5,2,2,2,2,5,5,5,5,5,2,4,5,4,5,56,0.0,1,False,False,False,False,False
39,865.5,3,3,3,3,2,3,2,2,2,3,3,4,2,2,50,0.0,0,False,True,False,True,False
55,673.5,4,4,4,2,3,4,3,3,5,4,4,4,4,3,54,0.0,1,True,True,False,False,False
23,355.5,1,5,1,1,2,1,3,2,5,2,4,3,4,2,50,0.0,0,False,False,True,True,False
55,816.0,4,4,4,4,4,4,4,4,4,4,4,4,4,5,50,0.0,1,False,False,False,False,False
56,3834.0,4,4,4,4,4,3,4,5,5,5,5,4,5,4,50,0.0,1,True,False,False,False,False
82,3712.5,4,4,4,4,3,3,4,5,5,4,5,4,5,4,50,0.0,0,False,False,True,False,True
55,4551.0,2,2,3,2,4,5,5,4,4,4,4,4,4,4,58,28.0,1,True,False,False,False,False
66,549.0,1,1,1,1,3,4,4,4,4,5,4,5,4,4,50,0.0,1,False,False,False,False,False
74,1434.0,2,1,1,1,5,3,3,2,2,2,2,4,2,1,51,13.0,0,False,False,False,False,False
44,3327.0,3,3,2,3,3,3,3,3,4,3,5,4,4,3,50,0.0,1,True,False,False,False,False
85,684.0,0,1,0,4,4,0,4,4,1,4,4,4,4,4,69,45.0,1,True,False,True,True,False
27,2838.0,4,1,4,2,5,4,5,5,2,3,2,1,2,5,78,45.0,0,True,False,True,False,True
41,1893.0,0,0,0,3,4,0,3,4,4,2,4,5,4,4,59,0.0,1,True,True,False,False,False
56,5134.5,3,3,3,3,4,2,4,5,5,5,5,4,5,1,50,0.0,1,True,False,False,False,False
75,739.5,4,4,4,4,2,4,5,3,3,3,3,3,3,3,50,0.0,1,True,False,False,False,False
54,244.5,3,5,3,1,1,3,1,1,4,2,5,3,4,1,50,0.0,0,True,False,True,True,False
83,1675.5,3,2,3,3,3,3,3,5,5,3,5,2,5,4,57,0.0,0,False,False,True,True,False
47,3280.5,2,2,2,2,3,4,3,3,4,4,4,4,4,3,50,0.0,1,True,False,False,False,False
33,2013.0,3,4,4,2,3,4,3,3,4,3,3,5,5,3,50,0.0,0,True,False,True,True,False
30,456.0,3,5,3,2,2,3,1,2,3,5,4,5,4,2,50,0.0,0,True,False,True,True,False
58,2625.0,1,3,1,1,5,5,4,4,4,4,4,4,4,5,50,7.0,1,False,False,False,False,False
64,324.0,3,4,0,3,3,0,3,3,4,5,3,4,4,3,50,0.0,0,True,False,True,True,False
40,733.5,3,3,3,2,3,3,5,3,4,1,5,2,4,3,58,14.0,0,True,False,True,True,False
65,555.0,2,1,2,3,1,4,3,4,4,2,4,1,4,3,50,0.0,0,False,False,True,True,False
54,2620.5,2,2,2,2,4,4,4,3,4,5,4,4,4,4,182,123.0,1,False,False,False,False,False
48,1159.5,2,2,2,2,4,4,4,2,3,2,2,4,1,4,190,129.0,1,False,False,False,False,False
32,300.0,3,1,3,4,2,3,2,2,4,1,3,4,3,2,90,27.0,0,True,False,True,False,False
56,607.5,1,1,1,1,3,4,5,1,1,2,1,3,1,4,50,5.0,1,True,False,False,False,False
46,2397.0,5,5,5,5,4,4,4,4,3,4,5,5,4,4,50,0.0,1,True,False,False,False,False
54,301.5,4,3,3,4,1,3,1,1,2,5,5,3,1,1,50,0.0,1,False,True,False,False,False
79,3712.5,3,3,3,3,2,4,5,5,5,5,5,3,5,3,54,0.0,1,True,False,False,False,False
67,5902.5,1,1,1,1,3,5,5,4,4,4,4,3,4,3,50,25.0,1,True,False,False,False,False
45,3985.5,4,5,4,5,1,1,4,1,3,1,4,3,3,1,58,7.0,0,False,False,False,False,False
57,438.0,5,2,2,2,5,2,2,5,5,5,5,2,5,5,82,29.0,1,False,False,False,True,False
63,816.0,2,2,2,2,4,4,5,4,4,5,4,3,4,5,112,46.0,1,False,False,False,False,False
44,1291.5,1,1,1,4,4,1,4,4,4,2,4,2,4,4,50,0.0,0,True,False,True,True,False
38,406.5,5,0,5,1,3,5,4,3,4,5,4,5,5,3,112,84.0,1,False,True,False,True,False
89,201.0,2,5,5,5,2,2,2,2,4,2,3,2,2,2,93,41.0,0,True,False,False,True,False
75,1914.0,3,1,1,1,5,3,4,3,3,3,3,2,3,2,60,0.0,0,True,False,False,False,False
61,4777.5,2,5,5,5,5,3,3,2,2,2,2,1,2,1,50,0.0,0,False,False,False,False,False
70,676.5,1,1,1,1,4,4,5,4,4,4,4,3,4,3,50,2.0,1,True,False,False,False,False
56,2971.5,4,4,4,4,4,4,2,5,5,5,5,4,5,4,50,0.0,1,True,False,False,False,False
74,2407.5,2,5,2,5,2,3,5,2,2,2,2,3,2,4,91,19.0,0,True,False,True,False,False
72,1507.5,4,4,4,4,5,5,4,5,5,5,5,5,5,5,53,0.0,1,True,False,False,False,False
51,682.5,3,1,1,1,3,3,3,3,4,4,3,4,3,3,50,0.0,0,False,False,False,True,False
31,462.0,3,4,3,3,1,3,5,1,4,2,5,5,4,1,52,0.0,0,True,False,True,True,False
69,1218.0,4,4,4,4,4,5,4,4,4,4,4,3,4,5,50,0.0,1,False,False,False,False,False
53,621.0,3,0,3,4,3,3,3,3,1,4,5,1,1,3,67,2.0,0,False,True,False,True,False
51,285.0,3,2,2,2,3,4,3,3,1,2,1,2,3,3,50,0.0,1,True,False,False,True,False
40,1795.5,5,5,3,5,5,5,5,5,2,4,4,1,1,5,50,5.0,1,False,False,False,False,False
70,1221.0,3,2,3,4,2,3,3,3,3,3,3,2,3,1,75,19.0,0,False,False,True,False,True
55,2271.0,2,3,2,5,1,2,1,1,2,5,2,5,3,1,50,0.0,0,False,False,True,True,False
53,319.5,3,4,4,4,1,4,1,1,2,3,3,1,4,1,50,0.0,0,False,True,False,False,False
25,1278.0,2,5,2,2,4,2,4,4,4,5,5,4,4,4,51,1.0,0,False,False,True,True,False
75,1584.0,1,1,5,1,4,4,4,4,2,4,4,4,3,4,264,210.0,1,False,False,False,False,False
60,1519.5,3,3,3,4,4,3,4,4,1,3,2,4,4,4,50,0.0,0,False,True,False,True,False
69,862.5,1,0,1,1,2,1,2,2,3,3,2,4,4,2,50,8.0,0,True,True,False,True,False
